Match_Date,Tournament_ID,Tier,Type,Team_1,Team_2,Winner,Team_1_ID,Team_2_ID,Team_1_Scout_1,Team_1_Scout_2,Team_1_Soldier_1,Team_1_Soldier_2,Team_1_Demo,Team_1_Medic,Team_2_Scout_1,Team_2_Scout_2,Team_2_Soldier_1,Team_2_Soldier_2,Team_2_Demo,Team_2_Medic
"(2018, 02, 14, 20, 30)",Ozfortress_S21,A,regular_season,solitary confinement,daditude,1,Ozfortress_S21_solitary confinement,Ozfortress_S21_daditude,Spade,.pandemiC,mad,\xd2\x89Jack\xd2\x89,campbell,iven,aclaivi,dubious,Thyme,Caber,Dorky,bird
"(2018, 02, 14, 22, 0)",ESEA_S27,A,regular_season,ascent,tfcrew,1,ESEA_S27_ascent,ESEA_S27_tfcrew,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,Spamfest,Stochast1c,KTB,june,smitty,split_
"(2018, 02, 14, 22, 0)",ESEA_S27,A,regular_season,black swan,myanimelist,2,ESEA_S27_black swan,ESEA_S27_myanimelist,jynx,ninjax,mirrorman,Jaaay,ether,charis,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 02, 15, 20, 30)",Ozfortress_S21,A,regular_season,killa beez,svift/au,draw,Ozfortress_S21_killa beez,Ozfortress_S21_svift/au,susurrus,v4na,riot,SoLe,redcoatzygote,arnold,Madness,Teejay,Hertz,pause,Yewl,Deft
"(2018, 02, 15, 20, 30)",Ozfortress_S21,A,regular_season,yugiboys,right wing death squad,1,Ozfortress_S21_yugiboys,Ozfortress_S21_right wing death squad,Elmo,Geoh,rky,Paulsen,enrith,ohno,hsr,fwishy,kpc,Ben,Moop,Zildjian
"(2018, 02, 15, 21, 15)",ETF2L_S29,A,regular_season,nunya,wer das liest ist doof,2,ETF2L_S29_nunya,ETF2L_S29_wer das liest ist doof,nuthouse,Puoskari,Charlie,Mattu,lukas,Connor,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 02, 15, 21, 15)",ETF2L_S29,A,regular_season,OMNI5 ESports EU,the swamp,1,ETF2L_S29_OMNI5 ESports EU,ETF2L_S29_the swamp,Swi,Scruff,Gotti,Raf,Demos,Raptor,degu,iatgink,yllen,Pred,Domo,Crayon
"(2018, 02, 16, 17, 30)",Rewind_2018,S,regular_season,froyotech,velocity,1,Rewind_2018_froyotech,Rewind_2018_velocity,arekk,b4nny,blaze,yomps,habib,shade,shamoo,Pete,Kryptonite,showstopper,Jarrett,bear
"(2018, 02, 16, 17, 30)",Rewind_2018,S,regular_season,svift/na,kings crew gaming,1,Rewind_2018_svift/na,Rewind_2018_kings crew gaming,highfive,botmode,aim,zilly,yight,skeez,yimi,change,pheLon,okiewaka,aniph,Slicerogue
"(2018, 02, 16, 17, 30)",Rewind_2018,S,regular_season,se7en,black swan,1,Rewind_2018_se7en,Rewind_2018_black swan,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,midas,jynxed,froot,trippa,ether,charis
"(2018, 02, 16, 17, 30)",Rewind_2018,S,regular_season,ascent,big chips,1,Rewind_2018_ascent,Rewind_2018_big chips,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey,Ghostac,saam,kawa,sideways,Max,brulee
"(2018, 02, 16, 19, 0)",Rewind_2018,S,regular_season,froyotech,svift/na,1,Rewind_2018_froyotech,Rewind_2018_svift/na,arekk,b4nny,blaze,yomps,habib,shade,highfive,botmode,aim,zilly,yight,skeez
"(2018, 02, 16, 19, 0)",Rewind_2018,S,regular_season,velocity,kings crew gaming,1,Rewind_2018_velocity,Rewind_2018_kings crew gaming,shamoo,Pete,Kryptonite,showstopper,Jarrett,bear,yimi,change,pheLon,okiewaka,aniph,Slicerogue
"(2018, 02, 16, 19, 0)",Rewind_2018,S,regular_season,se7en,ascent,draw,Rewind_2018_se7en,Rewind_2018_ascent,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey
"(2018, 02, 16, 19, 0)",Rewind_2018,S,regular_season,black swan,big chips,1,Rewind_2018_black swan,Rewind_2018_big chips,midas,jynxed,froot,trippa,ether,charis,Ghostac,saam,kawa,sideways,Max,brulee
"(2018, 02, 16, 20, 30)",Rewind_2018,S,regular_season,froyotech,kings crew gaming,1,Rewind_2018_froyotech,Rewind_2018_kings crew gaming,arekk,b4nny,blaze,yomps,habib,shade,yimi,change,pheLon,okiewaka,aniph,Slicerogue
"(2018, 02, 16, 20, 30)",Rewind_2018,S,regular_season,se7en,ascent,1,Rewind_2018_se7en,Rewind_2018_ascent,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey
"(2018, 02, 16, 20, 30)",Rewind_2018,S,regular_season,se7en,big chips,1,Rewind_2018_se7en,Rewind_2018_big chips,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,Ghostac,saam,kawa,sideways,Max,brulee
"(2018, 02, 16, 20, 30)",Rewind_2018,S,regular_season,ascent,black swan,1,Rewind_2018_ascent,Rewind_2018_black swan,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey,midas,jynxed,froot,trippa,ether,charis
"(2018, 02, 17, 10, 0)",Rewind_2018,S,playoff,froyotech,ascent,1,Rewind_2018_froyotech,Rewind_2018_ascent,arekk,b4nny,blaze,yomps,habib,shade,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey
"(2018, 02, 17, 12, 0)",Rewind_2018,S,playoff,se7en,svift/na,1,Rewind_2018_se7en,Rewind_2018_svift/na,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,highfive,botmode,aim,zilly,yight,skeez
"(2018, 02, 17, 14, 0)",Rewind_2018,S,playoff,velocity,big chips,1,Rewind_2018_velocity,Rewind_2018_big chips,shamoo,Pete,Kryptonite,showstopper,Jarrett,bear,Ghostac,saam,kawa,sideways,Max,brulee
"(2018, 02, 17, 15, 0)",Rewind_2018,S,playoff,black swan,kings crew gaming,1,Rewind_2018_black swan,Rewind_2018_kings crew gaming,midas,jynxed,froot,trippa,ether,charis,yimi,change,pheLon,okiewaka,aniph,Slicerogue
"(2018, 02, 17, 17, 30)",Rewind_2018,S,playoff,ascent,velocity,1,Rewind_2018_ascent,Rewind_2018_velocity,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey,shamoo,Pete,Kryptonite,showstopper,Jarrett,bear
"(2018, 02, 17, 19, 30)",Rewind_2018,S,playoff,froyotech,se7en,1,Rewind_2018_froyotech,Rewind_2018_se7en,arekk,b4nny,blaze,yomps,habib,shade,Thalash,AMS,Drackk,kaptain,kaidus,Raymon
"(2018, 02, 18, 10, 0)",Rewind_2018,S,playoff,svift/na,black swan,1,Rewind_2018_svift/na,Rewind_2018_black swan,highfive,botmode,aim,zilly,yight,skeez,midas,jynxed,froot,trippa,ether,charis
"(2018, 02, 18, 12, 30)",Rewind_2018,S,playoff,ascent,svift/na,1,Rewind_2018_ascent,Rewind_2018_svift/na,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey,highfive,botmode,aim,zilly,yight,skeez
"(2018, 02, 18, 15, 0)",Rewind_2018,S,playoff,se7en,ascent,2,Rewind_2018_se7en,Rewind_2018_ascent,Thalash,AMS,Drackk,kaptain,kaidus,Raymon,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey
"(2018, 02, 18, 18, 30)",Rewind_2018,S,playoff,froyotech,ascent,1,Rewind_2018_froyotech,Rewind_2018_ascent,arekk,b4nny,blaze,yomps,habib,shade,bo4r,paddie,marmaloo,sighguy,Bdonski,Nursey
"(2018, 02, 18, 22, 0)",ESEA_S27,A,regular_season,tfcrew,hooligans for hire,1,ESEA_S27_tfcrew,ESEA_S27_hooligans for hire,Spamfest,Stochast1c,KTB,june,smitty,split_,link,fabulous,Reflecto,faust,Shylo,vari
"(2018, 02, 19, 20, 30)",Ozfortress_S21,A,regular_season,xeno,right wing death squad,1,Ozfortress_S21_xeno,Ozfortress_S21_right wing death squad,AiShou,Sam.,tay,emgee,Doge,Sean,hsr,fwishy,kpc,Ben,Moop,Zildjian
"(2018, 02, 21, 20, 30)",Ozfortress_S21,A,regular_season,svift/au,solitary confinement,1,Ozfortress_S21_svift/au,Ozfortress_S21_solitary confinement,Madness,Teejay,Hertz,pause,Yewl,Deft,Spade,.pandemiC,mad,\xd2\x89Jack\xd2\x89,campbell,iven
"(2018, 02, 21, 20, 30)",Ozfortress_S21,A,regular_season,daditude,yugiboys,2,Ozfortress_S21_daditude,Ozfortress_S21_yugiboys,aclaivi,dubious,Thyme,Caber,Dorky,bird,Elmo,Geoh,rky,Paulsen,enrith,ohno
"(2018, 02, 21, 22, 0)",ESEA_S27,A,regular_season,ascent,running with scizors,1,ESEA_S27_ascent,ESEA_S27_running with scizors,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye
"(2018, 02, 21, 22, 0)",ESEA_S27,A,regular_season,tfcrew,myanimelist,2,ESEA_S27_tfcrew,ESEA_S27_myanimelist,Spamfest,Stochast1c,KTB,june,smitty,split_,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 02, 22, 20, 30)",Ozfortress_S21,A,regular_season,killa beez,salt free gaming,1,Ozfortress_S21_killa beez,Ozfortress_S21_salt free gaming,susurrus,v4na,riot,SoLe,redcoatzygote,arnold,dauq,lexx,berko,catfish,TheWiggin,jen
"(2018, 02, 22, 21, 0)",ESEA_S27,A,regular_season,myanimelist,froyotech,2,ESEA_S27_myanimelist,ESEA_S27_froyotech,Happycool,kev,trippa,tojo,kaimo,aZn,arekk,b4nny,blaze,yomps,habib,shade
"(2018, 02, 22, 21, 15)",ETF2L_S29,A,regular_season,ascent/eu,wer das liest ist doof,1,ETF2L_S29_ascent/eu,ETF2L_S29_wer das liest ist doof,credu,Funs,Josh,Chris,Elacour,Ombrack,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 02, 22, 21, 15)",ETF2L_S29,A,regular_season,nunya,the swamp,1,ETF2L_S29_nunya,ETF2L_S29_the swamp,nuthouse,Puoskari,adysky,raf,lukas,Connor,degu,iatgink,yllen,Pred,Domo,Crayon
"(2018, 02, 22, 22, 0)",ESEA_S27,A,regular_season,running with scizors,hooligans for hire,1,ESEA_S27_running with scizors,ESEA_S27_hooligans for hire,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye,link,fabulous,Reflecto,faust,Shylo,vari
"(2018, 02, 22, 22, 0)",ESEA_S27,A,regular_season,black swan,tfcrew,1,ESEA_S27_black swan,ESEA_S27_tfcrew,jynx,ninjax,mirrorman,Jaaay,ether,charis,Spamfest,Stochast1c,KTB,june,smitty,split_
"(2018, 02, 22, 22, 0)",ESEA_S27,A,regular_season,froyotech,ascent,1,ESEA_S27_froyotech,ESEA_S27_ascent,arekk,b4nny,blaze,yomps,habib,shade,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey
"(2018, 02, 25, 21, 15)",ETF2L_S29,A,regular_season,ora elektro,the bus crew,draw,ETF2L_S29_ora elektro,ETF2L_S29_the bus crew,Nevo,jynx,Azunis,Callum,Pheaa,celvn,alba,deox,tobs,Poison,Yohn,marten
"(2018, 02, 25, 22, 0)",ESEA_S27,A,regular_season,ascent,svift/na,2,ESEA_S27_ascent,ESEA_S27_svift/na,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,highfive,botmode,aim,laz,yight,zilly
"(2018, 02, 25, 22, 0)",ESEA_S27,A,regular_season,hooligans for hire,velocity esports,2,ESEA_S27_hooligans for hire,ESEA_S27_velocity esports,link,fabulous,Reflecto,faust,Shylo,vari,Pete,shamoo,kryptonite,showstopper,Jarrett,bear
"(2018, 02, 26, 22, 0)",ESEA_S27,A,regular_season,svift/na,black swan,1,ESEA_S27_svift/na,ESEA_S27_black swan,highfive,botmode,aim,laz,yight,zilly,jynx,ninjax,mirrorman,Jaaay,ether,charis
"(2018, 02, 27, 20, 30)",Ozfortress_S21,A,regular_season,right wing death squad,killa beez,2,Ozfortress_S21_right wing death squad,Ozfortress_S21_killa beez,hsr,fwishy,kpc,Ben,Moop,Zildjian,susurrus,v4na,riot,SoLe,redcoatzygote,arnold
"(2018, 02, 27, 22, 0)",ESEA_S27,A,regular_season,svift/na,tfcrew,1,ESEA_S27_svift/na,ESEA_S27_tfcrew,highfive,botmode,aim,laz,yight,zilly,Spamfest,Stochast1c,KTB,june,smitty,split_
"(2018, 02, 27, 22, 0)",ESEA_S27,A,regular_season,black swan,froyotech,2,ESEA_S27_black swan,ESEA_S27_froyotech,jynx,ninjax,mirrorman,Jaaay,ether,charis,arekk,b4nny,blaze,yomps,habib,shade
"(2018, 02, 27, 22, 30)",ESEA_S27,A,regular_season,myanimelist,running with scizors,2,ESEA_S27_myanimelist,ESEA_S27_running with scizors,Happycool,kev,trippa,tojo,kaimo,aZn,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye
"(2018, 02, 28, 20, 30)",Ozfortress_S21,A,regular_season,daditude,svift/au,2,Ozfortress_S21_daditude,Ozfortress_S21_svift/au,aclaivi,dubious,Thyme,Caber,Dorky,bird,Madness,Teejay,Hertz,pause,Yewl,Deft
"(2018, 02, 28, 21, 15)",ETF2L_S29,A,regular_season,OMNI5 ESports EU,se7en,2,ETF2L_S29_OMNI5 ESports EU,ETF2L_S29_se7en,Swi,Scruff,Gotti,Raf,Demos,Raptor,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds
"(2018, 02, 28, 22, 0)",ESEA_S27,A,regular_season,hooligans for hire,ascent,2,ESEA_S27_hooligans for hire,ESEA_S27_ascent,link,fabulous,Reflecto,faust,Shylo,vari,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey
"(2018, 02, 28, 22, 0)",ESEA_S27,A,regular_season,velocity esports,myanimelist,1,ESEA_S27_velocity esports,ESEA_S27_myanimelist,Pete,shamoo,kryptonite,showstopper,Jarrett,bear,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 02, 28, 22, 0)",ESEA_S27,A,regular_season,running with scizors,black swan,1,ESEA_S27_running with scizors,ESEA_S27_black swan,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye,jynx,ninjax,mirrorman,Jaaay,ether,charis
"(2018, 02, 28, 22, 0)",ESEA_S27,A,regular_season,froyotech,svift/na,1,ESEA_S27_froyotech,ESEA_S27_svift/na,arekk,b4nny,blaze,yomps,habib,shade,highfive,botmode,aim,laz,yight,zilly
"(2018, 03, 01, 19, 45)",ETF2L_S29,A,regular_season,se7en,the bus crew,1,ETF2L_S29_se7en,ETF2L_S29_the bus crew,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds,alba,deox,tobs,Poison,Yohn,marten
"(2018, 03, 01, 20, 30)",Ozfortress_S21,A,regular_season,solitary confinement,salt free gaming,1,Ozfortress_S21_solitary confinement,Ozfortress_S21_salt free gaming,Spade,.pandemiC,mad,\xd2\x89Jack\xd2\x89,campbell,iven,dauq,lexx,berko,catfish,TheWiggin,jen
"(2018, 03, 01, 21, 15)",ETF2L_S29,A,regular_season,ascent/eu,the bus crew,1,ETF2L_S29_ascent/eu,ETF2L_S29_the bus crew,credu,Funs,Josh,Chris,Elacour,Ombrack,alba,deox,tobs,Poison,Yohn,marten
"(2018, 03, 01, 21, 15)",ETF2L_S29,A,regular_season,nunya,se7en,2,ETF2L_S29_nunya,ETF2L_S29_se7en,nuthouse,Puoskari,adysky,Samski,lukas,Connor,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds
"(2018, 03, 01, 22, 0)",ESEA_S27,A,regular_season,ascent,velocity esports,1,ESEA_S27_ascent,ESEA_S27_velocity esports,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,Pete,shamoo,kryptonite,showstopper,Jarrett,bear
"(2018, 03, 02, 19, 30)",Ozfortress_S21,A,regular_season,yugiboys,xeno,draw,Ozfortress_S21_yugiboys,Ozfortress_S21_xeno,Elmo,Geoh,rky,Paulsen,enrith,ohno,AiShou,Sam.,tay,emgee,Doge,Sean
"(2018, 03, 04, 21, 25)",ETF2L_S29,A,regular_season,ora elektro,OMNI5 ESports EU,2,ETF2L_S29_ora elektro,ETF2L_S29_OMNI5 ESports EU,Nevo,jynx,Azunis,Callum,Pheaa,celvn,Swi,Scruff,Gotti,Raf,Demos,Raptor
"(2018, 03, 05, 21, 15)",ETF2L_S29,A,regular_season,the swamp,wer das liest ist doof,draw,ETF2L_S29_the swamp,ETF2L_S29_wer das liest ist doof,degu,iatgink,yllen,Pred,Domo,Crayon,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 03, 05, 22, 0)",ESEA_S27,A,regular_season,hooligans for hire,myanimelist,2,ESEA_S27_hooligans for hire,ESEA_S27_myanimelist,link,fabulous,Reflecto,faust,Shylo,vari,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 03, 06, 21, 30)",Ozfortress_S21,A,regular_season,salt free gaming,daditude,draw,Ozfortress_S21_salt free gaming,Ozfortress_S21_daditude,dauq,lexx,berko,catfish,TheWiggin,jen,aclaivi,dubious,Thyme,Caber,Dorky,bird
"(2018, 03, 07, 21, 0)",Ozfortress_S21,A,regular_season,svift/au,yugiboys,2,Ozfortress_S21_svift/au,Ozfortress_S21_yugiboys,Madness,Teejay,Hertz,pause,Yewl,Deft,Elmo,Geoh,rky,Paulsen,enrith,ohno
"(2018, 03, 07, 22, 0)",ESEA_S27,A,regular_season,ascent,myanimelist,1,ESEA_S27_ascent,ESEA_S27_myanimelist,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 03, 07, 22, 0)",ESEA_S27,A,regular_season,tfcrew,running with scizors,2,ESEA_S27_tfcrew,ESEA_S27_running with scizors,Spamfest,Stochast1c,KTB,june,smitty,split_,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye
"(2018, 03, 07, 22, 0)",ESEA_S27,A,regular_season,svift/na,velocity esports,1,ESEA_S27_svift/na,ESEA_S27_velocity esports,highfive,botmode,aim,laz,yight,zilly,Pete,shamoo,kryptonite,showstopper,Jarrett,bear
"(2018, 03, 08, 20, 30)",Ozfortress_S21,A,regular_season,solitary confinement,right wing death squad,2,Ozfortress_S21_solitary confinement,Ozfortress_S21_right wing death squad,Spade,.pandemiC,mad,\xd2\x89Jack\xd2\x89,campbell,iven,hsr,fwishy,kpc,Ben,Moop,Zildjian
"(2018, 03, 08, 21, 15)",ETF2L_S29,A,regular_season,nunya,ora elektro,1,ETF2L_S29_nunya,ETF2L_S29_ora elektro,nuthouse,Puoskari,uubers,krafty,lukas,Connor,Nevo,jynx,Azunis,Callum,Pheaa,celvn
"(2018, 03, 08, 21, 15)",ETF2L_S29,A,regular_season,se7en,the swamp,draw,ETF2L_S29_se7en,ETF2L_S29_the swamp,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds,degu,iatgink,yllen,Pred,Domo,Crayon
"(2018, 03, 08, 22, 0)",ESEA_S27,A,regular_season,froyotech,tfcrew,1,ESEA_S27_froyotech,ESEA_S27_tfcrew,arekk,b4nny,blaze,yomps,habib,shade,Spamfest,Stochast1c,KTB,june,smitty,split_
"(2018, 03, 08, 22, 0)",ESEA_S27,A,regular_season,velocity esports,black swan,1,ESEA_S27_velocity esports,ESEA_S27_black swan,Pete,shamoo,kryptonite,showstopper,Jarrett,bear,jynx,ninjax,mirrorman,Jaaay,ether,charis
"(2018, 03, 08, 22, 0)",ESEA_S27,A,regular_season,black swan,hooligans for hire,1,ESEA_S27_black swan,ESEA_S27_hooligans for hire,jynx,ninjax,mirrorman,Jaaay,ether,charis,link,fabulous,Reflecto,faust,Shylo,vari
"(2018, 03, 08, 22, 0)",ESEA_S27,A,regular_season,running with scizors,svift/na,2,ESEA_S27_running with scizors,ESEA_S27_svift/na,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye,highfive,botmode,aim,laz,yight,zilly
"(2018, 03, 10, 21, 0)",Ozfortress_S21,A,regular_season,killa beez,xeno,1,Ozfortress_S21_killa beez,Ozfortress_S21_xeno,susurrus,v4na,riot,SoLe,redcoatzygote,arnold,AiShou,Sam.,tay,emgee,Doge,Sean
"(2018, 03, 11, 21, 15)",ETF2L_S29,A,regular_season,ascent/eu,omni5 esports eu,1,ETF2L_S29_ascent/eu,ETF2L_S29_omni5 esports eu,credu,Funs,Josh,Chris,Elacour,Ombrack,Swi,Scruff,Gotti,Raf,Demos,Raptor
"(2018, 03, 13, 20, 30)",Ozfortress_S21,A,regular_season,daditude,right wing death squad,2,Ozfortress_S21_daditude,Ozfortress_S21_right wing death squad,aclaivi,dubious,Thyme,Caber,Dorky,bird,hsr,fwishy,kpc,Ben,Moop,Zildjian
"(2018, 03, 13, 21, 15)",ETF2L_S29,A,regular_season,the bus crew,wer das liest ist doof,2,ETF2L_S29_the bus crew,ETF2L_S29_wer das liest ist doof,alba,deox,tobs,Poison,Yohn,marten,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 03, 13, 22, 0)",ESEA_S27,A,regular_season,svift/na,hooligans for hire,1,ESEA_S27_svift/na,ESEA_S27_hooligans for hire,highfive,botmode,aim,laz,yight,zilly,link,fabulous,Reflecto,faust,Shylo,vari
"(2018, 03, 14, 21, 0)",Ozfortress_S21,A,regular_season,xeno,solitary confinement,1,Ozfortress_S21_xeno,Ozfortress_S21_solitary confinement,AiShou,Sam.,tay,emgee,Doge,Sean,Spade,.pandemiC,mad,\xd2\x89Jack\xd2\x89,campbell,iven
"(2018, 03, 14, 21, 20)",ETF2L_S29,A,regular_season,ascent/eu,se7en,2,ETF2L_S29_ascent/eu,ETF2L_S29_se7en,credu,Funs,Josh,Chris,Elacour,Ombrack,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds
"(2018, 03, 14, 22, 0)",ESEA_S27,A,regular_season,tfcrew,velocity esports,2,ESEA_S27_tfcrew,ESEA_S27_velocity esports,Spamfest,Stochast1c,KTB,june,smitty,split_,Pete,shamoo,kryptonite,showstopper,Jarrett,bear
"(2018, 03, 14, 22, 0)",ESEA_S27,A,regular_season,ascent,svift/na,2,ESEA_S27_ascent,ESEA_S27_svift/na,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,highfive,botmode,aim,laz,yight,zilly
"(2018, 03, 14, 22, 0)",ESEA_S27,A,regular_season,froyotech,running with scizors,1,ESEA_S27_froyotech,ESEA_S27_running with scizors,arekk,b4nny,blaze,yomps,habib,shade,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye
"(2018, 03, 15, 21, 0)",Ozfortress_S21,A,regular_season,svift/au,salt free gaming,1,Ozfortress_S21_svift/au,Ozfortress_S21_salt free gaming,Madness,Teejay,Hertz,pause,Yewl,Deft,dauq,lexx,berko,catfish,TheWiggin,jen
"(2018, 03, 15, 21, 0)",Ozfortress_S21,A,regular_season,yugiboys,killa beez,1,Ozfortress_S21_yugiboys,Ozfortress_S21_killa beez,Elmo,Geoh,rky,Paulsen,enrith,ohno,susurrus,v4na,riot,SoLe,redcoatzygote,arnold
"(2018, 03, 15, 21, 20)",ETF2L_S29,A,regular_season,se7en,wer das liest ist doof,1,ETF2L_S29_se7en,ETF2L_S29_wer das liest ist doof,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 03, 15, 21, 25)",ETF2L_S29,A,regular_season,omni5 esports eu,the bus crew,2,ETF2L_S29_omni5 esports eu,ETF2L_S29_the bus crew,Swi,Scruff,Gotti,Raf,Demos,Raptor,alba,deox,tobs,Poison,Yohn,marten
"(2018, 03, 15, 22, 0)",ESEA_S27,A,regular_season,ascent,black swan,1,ESEA_S27_ascent,ESEA_S27_black swan,corsa,slemnish,marmaloo,Ma3laa,Bdonski,Nursey,jynx,ninjax,mirrorman,Jaaay,ether,charis
"(2018, 03, 15, 22, 0)",ESEA_S27,A,regular_season,velocity esports,froyotech,2,ESEA_S27_velocity esports,ESEA_S27_froyotech,Pete,shamoo,kryptonite,showstopper,Jarrett,bear,arekk,b4nny,blaze,yomps,habib,shade
"(2018, 03, 18, 21, 15)",ETF2L_S29,A,regular_season,ora elektro,the swamp,draw,ETF2L_S29_ora elektro,ETF2L_S29_the swamp,Nevo,jynx,Azunis,Callum,Pheaa,celvn,degu,iatgink,yllen,Pred,Domo,Crayon
"(2018, 03, 18, 22, 0)",ESEA_S27,A,regular_season,hooligans for hire,tfcrew,2,ESEA_S27_hooligans for hire,ESEA_S27_tfcrew,link,fabulous,Reflecto,faust,Shylo,vari,Spamfest,Stochast1c,KTB,june,smitty,split_
"(2018, 03, 18, 22, 0)",ESEA_S27,A,regular_season,myanimelist,black swan,1,ESEA_S27_myanimelist,ESEA_S27_black swan,Happycool,kev,trippa,tojo,kaimo,aZn,jynx,ninjax,mirrorman,Jaaay,ether,charis
"(2018, 03, 19, 21, 15)",ETF2L_S29,A,regular_season,ascent/eu,nunya,1,ETF2L_S29_ascent/eu,ETF2L_S29_nunya,credu,Funs,Josh,Chris,Elacour,Ombrack,nuthouse,Puoskari,uubers,krafty,lukas,Connor
"(2018, 03, 20, 21, 0)",Ozfortress_S21,A,playoff,yugiboys,killa beez,1,Ozfortress_S21_yugiboys,Ozfortress_S21_killa beez,Elmo,Geoh,rky,Paulsen,enrith,ohno,susurrus,v4na,riot,SoLe,redcoatzygote,arnold
"(2018, 03, 20, 21, 0)",Ozfortress_S21,A,playoff,xeno,svift/au,2,Ozfortress_S21_xeno,Ozfortress_S21_svift/au,AiShou,Sam.,tay,emgee,Doge,Sean,Madness,Teejay,Hertz,pause,Yewl,Deft
"(2018, 03, 20, 22, 0)",ESEA_S27,A,regular_season,black swan,svift/na,2,ESEA_S27_black swan,ESEA_S27_svift/na,jynx,ninjax,mirrorman,Jaaay,ether,charis,highfive,botmode,aim,laz,yight,zilly
"(2018, 03, 20, 22, 0)",ESEA_S27,A,regular_season,froyotech,hooligans for hire,1,ESEA_S27_froyotech,ESEA_S27_hooligans for hire,arekk,b4nny,blaze,yomps,habib,shade,link,fabulous,Reflecto,faust,Shylo,vari
"(2018, 03, 21, 22, 0)",ESEA_S27,A,regular_season,svift/na,myanimelist,1,ESEA_S27_svift/na,ESEA_S27_myanimelist,highfive,botmode,aim,laz,yight,zilly,Happycool,kev,trippa,tojo,kaimo,aZn
"(2018, 03, 21, 22, 0)",ESEA_S27,A,regular_season,hooligans for hire,running with scizors,2,ESEA_S27_hooligans for hire,ESEA_S27_running with scizors,link,fabulous,Reflecto,faust,Shylo,vari,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye
"(2018, 03, 22, 21, 15)",ETF2L_S29,A,playoff,ascent/eu,omni5 esports eu,1,ETF2L_S29_ascent/eu,ETF2L_S29_omni5 esports eu,credu,Funs,Josh,Chris,Elacour,Ombrack,Swi,Scruff,Gotti,Raf,Demos,Raptor
"(2018, 03, 22, 21, 15)",ETF2L_S29,A,playoff,se7en,wer das liest ist doof,1,ETF2L_S29_se7en,ETF2L_S29_wer das liest ist doof,Thalash,Thaigrr,adysky,AMS,Kaidus,seeds,Schocky,aidelos,Fischkopf,clip,Smirre,kr4tos
"(2018, 03, 22, 22, 0)",ESEA_S27,A,regular_season,running with scizors,velocity esports,2,ESEA_S27_running with scizors,ESEA_S27_velocity esports,scizor,EvilMrMuffinz,Rekuso,sighguy,dingo,Skye,Pete,shamoo,kryptonite,showstopper,Jarrett,bear
